time_us,centre_radiation_stress_pa,apex_dynamic_elevation_um,apex_velocity_m_s,positive_mound_volume_pl,volume_residual_fl,mechanical_energy_pj
5.3,146.08646520741414,7.0821771864002525e-06,9.917802313601255e-05,0.00042468474961149824,5.790505485667215e-17,2.2851014295444086e-05
5.4,279.00032206451647,2.6018744396171515e-05,0.00027955332105941266,0.0015602260522019483,2.316202194266886e-16,0.00018155661262401048
5.5,341.0196485007304,6.712740435659748e-05,0.0005426198781491072,0.0040253415476739,1.030473629286084e-15,0.0006840467032899263
5.6,341.0196485007304,0.0001358563327092358,0.0008319586889036571,0.008146758298451417,1.0210197427788722e-15,0.0016080995445605574
5.699999999999999,341.0196485007304,0.00023351656700794783,0.0011212459970705842,0.014003126029486133,1.2100974729231079e-15,0.0029209787963258927
5.8,341.0196485007304,0.00036010294957772586,0.0014104816543249756,0.02159417012931351,-8.319420126346366e-16,0.004622528124327873
5.8999999999999995,341.0196485007304,0.0005156103078650643,0.0016996655114217968,0.030919614905627522,-2.7227193140769924e-15,0.006712591066212881
6.0,341.0196485007304,0.0007000334543457901,0.0019887974181927127,0.04197918358639037,-1.0588352888077193e-15,0.009191011031967709
6.1,341.0196485007304,0.0009133671864325753,0.002277877223542999,0.05477259832094501,-1.5126218411538848e-15,0.01205763130435518
6.2,341.0196485007304,0.0011556062863821537,0.0025669047754485713,0.06929958018113047,1.7092626805038896e-14,0.015312295039349404
6.3,341.0196485007304,0.001426745521202237,0.002855879920953107,0.08555984916239974,6.3530117328463166e-15,0.018954845266570694
6.3999999999999995,341.0196485007304,0.0017267796425581578,0.0031448025061652915,0.10355312418494025,1.2706023465692633e-14,0.022985124889720095
6.5,341.0196485007304,0.0020557033866792293,0.0034336723762561413,0.12327912309479705,8.773206678692531e-15,0.027402976687013605
6.6,341.0196485007304,0.002413511474264859,0.003722489375456459,0.14473756266499804,1.3613596570384963e-14,0.03220824331161593
6.699999999999999,341.0196485007304,0.0028001986103904004,0.004011253347054369,0.16792815859668203,2.1176705776154386e-14,0.03740076729207404
6.799999999999999,341.0196485007304,0.003215759484412769,0.004299964133392986,0.19285062552022875,9.680779783384863e-15,0.042980391032750156
6.9,341.0196485007304,0.0036601887698758245,0.004588621575868148,0.21950467699639098,5.142914259923208e-14,0.048946956814254594
7.0,341.0196485007304,0.004133481124415545,0.00487722551492629,0.2478900255174295,-1.9361559566769726e-14,0.05530030679387799
7.1,341.0196485007304,0.004635631189664981,0.005165775790062398,0.27800638250824916,2.1176705776154386e-14,0.062040283006023426
7.199999999999999,341.0196485007304,0.005166633591159004,0.0054542722398180695,0.3098534583275376,1.5731267148000402e-14,0.06916672736263789
7.3,341.0196485007304,0.005726482938238892,0.00574271470177969,0.34343096226890557,3.630292418769323e-14,0.0766794816536437
7.3999999999999995,341.0196485007304,0.0063151738239567105,0.0060311030125766866,0.3787386025620296,7.623614079415579e-14,0.0845783875473692
7.499999999999999,341.0196485007304,0.0069327008249795395,0.006319437007879917,0.41577608637379543,1.8151462093846616e-14,0.09286328659097935
7.6,341.0196485007304,0.007579058501493541,0.006607716522400124,0.45454311980944456,4.1143314079385665e-14,0.10153402021090575
7.699999999999999,341.0196485007304,0.008254241397107875,0.006895941389886506,0.49503940791372103,1.1495925992769523e-13,0.11059042971327647
7.8,341.0196485007304,0.008958244038758473,0.007184111443125412,0.5372646546720202,3.02524368230777e-14,0.12003235628434533
7.899999999999999,341.0196485007304,0.009691060936611694,0.007472226513939108,0.5812185630115407,9.801789530677173e-14,0.12985964099092082
8.0,341.0196485007304,0.010452686583967878,0.007760286433184624,0.6269008348024342,-3.630292418769323e-14,0.1400721247807948
8.1,341.0196485007304,0.011243115457164748,0.008048291030752767,0.6743111708589599,9.680779783384863e-14,0.15066964848317055
8.2,341.0196485007304,0.01206234201548075,0.008336240135567167,0.7234492709406389,8.470682310461754e-14,0.1616520528090907
8.3,341.0196485007304,0.012910360701038279,0.008624133575583486,0.7743148337534096,9.196740794215619e-14,0.17301917835186453
8.399999999999999,341.0196485007304,0.013787165938706884,0.00891197117778862,0.8269075569507844,1.5005208664246535e-13,0.18477086558749503
8.5,341.0196485007304,0.014692752136006324,0.009199752768200162,0.8812271371350093,1.7909442599261997e-13,0.19690695487510548
8.6,341.0196485007304,0.015627113683009616,0.00948747817186578,0.9372732698582193,-1.9361559566769726e-14,0.20942728645736586
8.7,341.0196485007304,0.016590244952246053,0.009775147212862847,0.9950456496236022,1.5247228158831158e-13,0.2223317004609184
8.8,341.0196485007304,0.017582140298604106,0.010062759714298068,1.0545439698865555,1.4521169675077295e-14,0.23562003689680316
8.9,341.0196485007304,0.018602794059234366,0.010350315498307252,1.115767923055852,2.347589097470829e-13,0.24929213566088326
9.0,341.0196485007304,0.019652200553452483,0.010637814386055173,1.1787172004947974,1.0164818772554107e-13,0.26334783653426913
9.1,341.0196485007304,0.02073035408264201,0.010925256197735498,1.2433914925223977,1.694136462092351e-13,0.27778697918374284
9.2,341.0196485007304,0.021837248930157347,0.011212640752570863,1.3097904884145186,1.3069052707569564e-13,0.29260940316218237
9.299999999999999,341.0196485007304,0.02297287936122653,0.011499967868812995,1.3779138764050527,9.680779783384863e-14,0.3078149479089843
9.4,341.0196485007304,0.024137239622854332,0.011787237363742964,1.447761343687082,1.210097472923108e-13,0.32340345275048743
9.499999999999998,341.0196485007304,0.02533032394372505,0.012074449053671483,1.5193325764140417,-1.1132896750892591e-13,0.33937475690039504
9.6,341.0196485007304,0.0265521265341056,0.012361602753939369,1.5926272597008906,4.356350902523188e-14,0.35572869946019725
9.700000000000001,341.0196485007304,0.02780264158574846,0.012648698278918038,1.6676450776252687,1.0648857761723348e-13,0.37246511941959287
9.799999999999999,341.0196485007304,0.02908186327179487,0.01293573544201013,1.7443857132286689,1.1132896750892591e-13,0.38958385565691034
9.9,341.0196485007304,0.030389785746677903,0.013222714055650182,1.8228488485176,1.9845598555938965e-13,0.4070847469395294
10.0,341.0196485007304,0.031726403146025664,0.013509633931305458,1.9030341644647522,1.1616935740061836e-13,0.4249676319243011
10.1,341.0196485007304,0.03309170958656477,0.01379649487947681,1.9849413410101655,5.808467870030918e-14,0.44323234915796794
10.2,341.0196485007304,0.03448569916602362,0.014083296709699666,2.068570057062393,2.952637833932383e-13,0.46187873707758376
10.299999999999999,341.0196485007304,0.03590836596303585,0.014370039230545101,2.1539199904996638,3.388272924184702e-14,0.480906634010933
10.399999999999999,341.0196485007304,0.03735970403704414,0.014656722249620953,2.2409908181710567,2.46859884476314e-13,0.5003158781769496
10.5,341.0196485007304,0.03883970742820387,0.014943345573573128,2.329782215897655,-2.0813676534277453e-13,0.5201063076861352
10.6,341.0196485007304,0.04034837015728688,0.015229909008086906,2.420293858473721,1.9361559566769726e-14,0.5402777605409775
10.7,341.0196485007304,0.04188568622558561,0.015516412357888337,2.512525419667852,1.3553091696738807e-13,0.5608300746363677
10.8,341.0196485007304,0.04345164961481733,0.015802855426745806,2.60647657222415,1.4521169675077293e-13,0.5817630877600175
10.899999999999999,341.0196485007304,0.04504625428702819,0.016089238017471575,2.7021469878633813,-1.548924765341578e-13,0.6030766375928761
11.0,341.0196485007304,0.046669494184497944,0.01637555993192351,2.799536337284144,1.3553091696738807e-13,0.6247705617095464
11.099999999999998,341.0196485007304,0.048321363229644476,0.01666182097100683,2.898644290164025,4.3563509025231883e-13,0.6468446975787007
11.2,341.0196485007304,0.050001855324928596,0.016948020934675973,2.999470515160764,4.259543104689339e-13,0.6692988825634967
11.3,341.0196485007304,0.051710964352759244,0.017234159621936477,3.1020146799134167,2.420194945846216e-13,0.6921329539219918
11.399999999999999,341.0196485007304,0.0534486841753984,0.017520236830847136,3.2062764510435096,3.1946573285170047e-13,0.715346748807558
11.5,341.0196485007304,0.055215008634866856,0.01780625235852197,3.312255494156204,1.0648857761723348e-13,0.7389401042692961
11.6,341.0196485007304,0.057009931552849585,0.018092206001132517,3.419951473841451,4.93719768952628e-13,0.7629128572524497
11.7,341.0196485007304,0.05883344673060173,0.018378097553910032,3.52936405367515,5.61485227436322e-13,0.7872648445988175
11.799999999999999,341.0196485007304,0.0606855479488546,0.01866392681114791,3.640492896220305,-1.7425403610092752e-13,0.8119959030471673
11.9,341.0196485007304,0.06256622896772224,0.01894969356620406,3.7533376630281823,8.906317400714073e-13,0.8371058692336473
12.0,341.0196485007304,0.0644754835266076,0.019235397611503485,3.8678980146394566,1.0164818772554105e-12,0.862594579692199
12.1,341.0196485007304,0.0664133053441098,0.019521038738540848,3.984173610585374,9.487164187717165e-13,0.8884618708549679
12.2,341.0196485007304,0.06837968811793099,0.019806616737883163,4.1021641093888945,4.840389891692432e-13,0.9147075790527152
12.299999999999999,341.0196485007304,0.07037462552478378,0.020092131399172528,4.221869168565852,-9.680779783384863e-15,0.941331540515228
12.4,341.0196485007304,0.07239811122029886,0.020377582511129012,4.343288444626088,7.74462382670789e-14,0.9683335913717294
12.499999999999998,341.0196485007304,0.07445013883893303,0.020662969861553523,4.466421593074619,2.613810541513913e-13,0.9957135676512883
12.6,341.0196485007304,0.07653070199387722,0.020948293237330842,4.591268268412765,1.0455242166055651e-12,1.0234713052832294
12.7,341.0196485007304,0.07863979427696541,0.02123355242443264,4.717828124139301,4.646774296024734e-13,1.0516066400975406
12.799999999999999,341.0196485007304,0.08077740925858305,0.02151874720792069,4.846100812751603,4.0659275090216426e-13,1.0801194078252818
12.9,341.0196485007304,0.08294354048757661,0.02180387737195004,4.976085985746785,-3.872311913353945e-14,1.1090094440989944
13.0,341.0196485007304,0.0851381814911627,0.022088942699772306,5.107783293622838,8.131855018043285e-13,1.138276584453106
13.1,341.0196485007304,0.0873613257748383,0.02237394297373909,5.241192385879766,6.582930252701706e-13,1.1679206643243394
13.2,341.0196485007304,0.08961296682229052,0.022658877975305372,5.376312911020732,1.9361559566769726e-14,1.1979415190521188
13.299999999999999,341.0196485007304,0.09189309809530744,0.02294374748503305,5.513144516553182,2.9042339350154585e-13,1.228338983878975
13.399999999999999,341.0196485007304,0.09420171303368881,0.023228551282594566,5.651686848989977,1.9361559566769726e-14,1.2591128939509517
13.5,341.0196485007304,0.09653880505515738,0.02351328914677648,5.791939553850536,8.131855018043285e-13,1.290263084318011
13.599999999999998,341.0196485007304,0.09890436755527036,0.0237979608554833,5.933902275661942,2.1297715523446696e-13,1.321789389934437
13.7,341.0196485007304,0.10129839390733157,0.02408256618574121,6.077574657960094,1.0068010974720257e-12,1.3536916456592412
13.8,341.0196485007304,0.10372087746230371,0.024367104913701976,6.222956343290809,4.259543104689339e-13,1.3859696862565651
13.899999999999999,341.0196485007304,0.10617181154872117,0.02465157681464688,6.3700469732109655,2.5170027436800643e-13,1.4186233463960845
14.0,341.0196485007304,0.10865118947260306,0.024935981662990783,6.518846188289599,8.131855018043285e-13,1.4516524606534122
14.1,341.0196485007304,0.11115900451736695,0.025220319232286077,6.669353628109039,1.3940322888074201e-12,1.4850568635104993
14.2,341.0196485007304,0.11369524994374253,0.025504589295226976,6.821568931266016,4.259543104689339e-13,1.518836389356038
14.299999999999999,341.0196485007304,0.11625991898968657,0.02578879162365362,6.9754917353727794,-2.323387148012367e-13,1.5529908724858632
14.399999999999999,341.0196485007304,0.11885300487029711,0.026072925988556414,7.1311216770582035,9.87439537905256e-13,1.587520147103353
14.5,341.0196485007304,0.12147450077772894,0.026356992160080372,7.288458391968897,6.582930252701706e-13,1.6224240473198288
14.6,341.0196485007304,0.12412439988110932,0.026640989907529448,7.447501514770311,2.323387148012367e-13,1.6577024071549562
14.7,341.0196485007304,0.12680269532645447,0.026924918999371113,7.60825067914784,-9.680779783384863e-14,1.693355060537144
14.799999999999999,341.0196485007304,0.12950938023658504,0.027208779203240826,7.770705517807927,3.872311913353945e-13,1.729381841303943
14.9,341.0196485007304,0.1322444477110444,0.027492570285946642,7.934865662479152,1.0842473357391046e-12,1.765782583202445
14.999999999999998,341.0196485007304,0.13500789082601541,0.02777629201347387,8.10073074391334,8.131855018043285e-13,1.8025571198896808
15.1,341.0196485007304,0.1377997026342386,0.02805994415098982,8.26830039188665,7.357392635372495e-13,1.839705284933017
15.2,341.0196485007304,0.1406198761649305,0.028343526462848517,8.43757423520066,1.5682863249083476e-12,1.8772269118105553
15.299999999999999,341.0196485007304,0.1434684044237028,0.028627038712595653,8.60855190168346,2.1491331119114395e-12,1.9151218339115268
15.399999999999999,341.0196485007304,0.14634528039248118,0.028910480662973345,8.781233018190735,1.064885776172335e-12,1.9533898845366888
15.5,341.0196485007304,0.14925049702942614,0.029193852075925227,8.955617210606846,1.7425403610092753e-12,1.9920308968987201
15.6,341.0196485007304,0.15218404726885237,0.029477152712601356,9.131704103845916,1.3553091696738807e-12,2.0310447041226194
