family,case,peak_apex_displacement_um,peak_positive_mound_volume_pl,maximum_dynamic_abs_slope,maximum_retained_mode_damping_ratio,within_reduced_model_validity,frozen_acoustic_feedback_likely
viscosity,0.001,2.672577540714758,424.29656558549766,0.013563635285462838,0.05943839778110664,True,False
viscosity,0.0036926120015265533,2.482742905753374,398.1161680861311,0.012283932403741853,0.21948294099802362,False,False
viscosity,0.005,2.401032619441167,386.7999281833679,0.01174812798622538,0.2971919889055332,False,False
surface_tension,0.035,2.878242895989284,408.46146442184966,0.014161715195354009,0.2588905285790827,False,False
surface_tension,0.04869850470016735,2.482742905753374,398.1161680861311,0.012283932403741853,0.21948294099802362,False,False
surface_tension,0.055,2.349681196498762,394.01844167096874,0.01164721984565395,0.20652836091292562,False,False
wetting_angle,75.0,2.482742905753374,398.1161680861311,0.012283932403741853,0.21948294099802362,False,True
wetting_angle,90.0,2.482742905753374,398.1161680861311,0.012283932403741853,0.21948294099802362,False,False
wetting_angle,105.0,2.482742905753374,398.1161680861311,0.012283932403741853,0.21948294099802362,False,True
